"item","itemLabel","itemDescription","id"
"http://www.wikidata.org/entity/Q22939055","titel?","tekening van Marianna Schmidt (SMAK 5434)","Q22939055"
"http://www.wikidata.org/entity/Q22939080","titel?","collage van Marianna Schmidt (SMAK 5439)","Q22939080"
"http://www.wikidata.org/entity/Q22939118","titel?","tekening van Marianna Schmidt (SMAK 5450)","Q22939118"
"http://www.wikidata.org/entity/Q22939227","titel?","tekening van Marianna Schmidt (SMAK 5481)","Q22939227"
"http://www.wikidata.org/entity/Q22939400","titel?","tekening van Marianna Schmidt (SMAK 5506)","Q22939400"
"http://www.wikidata.org/entity/Q22254797","Drain","work of art by Robert Gober","Q22254797"
"http://www.wikidata.org/entity/Q22255954","De twaalf apostelen","painting by Pol Mara","Q22255954"
"http://www.wikidata.org/entity/Q22945761","titel?","work of art by Marianna Schmidt (SMAK 5640)","Q22945761"
"http://www.wikidata.org/entity/Q22945798","titel?","work of art by Marianna Schmidt (SMAK 5650)","Q22945798"
"http://www.wikidata.org/entity/Q22945908","titel?","painting by Marianna Schmidt (SMAK 5667)","Q22945908"
"http://www.wikidata.org/entity/Q22946004","titel?","painting by Marianna Schmidt (SMAK 5683)","Q22946004"
"http://www.wikidata.org/entity/Q22946040","titel?","painting by Marianna Schmidt (SMAK 5690)","Q22946040"
"http://www.wikidata.org/entity/Q22946072","titel?","painting by Marianna Schmidt (SMAK 5698)","Q22946072"
"http://www.wikidata.org/entity/Q22946079","titel?","painting by Marianna Schmidt (SMAK 5700)","Q22946079"
"http://www.wikidata.org/entity/Q22946086","titel?","painting by Marianna Schmidt (SMAK 5702)","Q22946086"
"http://www.wikidata.org/entity/Q22946562","titel?","tekening van Marianna Schmidt (SMAK 5866)","Q22946562"
"http://www.wikidata.org/entity/Q22946568","titel?","tekening van Marianna Schmidt (SMAK 5867)","Q22946568"
"http://www.wikidata.org/entity/Q22946652","titel?","tekening van Marianna Schmidt (SMAK 5874)","Q22946652"
"http://www.wikidata.org/entity/Q22946797","titel?","tekening van Marianna Schmidt (SMAK 5888)","Q22946797"
"http://www.wikidata.org/entity/Q22946813","titel?","tekening van Marianna Schmidt (SMAK 5890)","Q22946813"
"http://www.wikidata.org/entity/Q22946820","titel?","tekening van Marianna Schmidt (SMAK 5891)","Q22946820"
"http://www.wikidata.org/entity/Q22946830","titel?","tekening van Marianna Schmidt (SMAK 5893)","Q22946830"
"http://www.wikidata.org/entity/Q22946832","titel?","tekening van Marianna Schmidt (SMAK 5894)","Q22946832"
"http://www.wikidata.org/entity/Q22946866","titel?","tekening van Marianna Schmidt (SMAK 5901)","Q22946866"
"http://www.wikidata.org/entity/Q22946882","titel?","tekening van Marianna Schmidt (SMAK 5906)","Q22946882"
"http://www.wikidata.org/entity/Q22946895","titel?","tekening van Marianna Schmidt (SMAK 5911)","Q22946895"
"http://www.wikidata.org/entity/Q22946892","titel?","tekening van Marianna Schmidt (SMAK 5910)","Q22946892"
"http://www.wikidata.org/entity/Q22946915","titel?","tekening van Marianna Schmidt (SMAK 5917)","Q22946915"
"http://www.wikidata.org/entity/Q22946923","titel?","tekening van Marianna Schmidt (SMAK 5921)","Q22946923"
"http://www.wikidata.org/entity/Q22946926","titel?","tekening van Marianna Schmidt (SMAK 5922)","Q22946926"
"http://www.wikidata.org/entity/Q22257834","Composition 75","painting by Anna Staritsky","Q22257834"
"http://www.wikidata.org/entity/Q22260157","Landschap","painting by Marcel Ysewijn","Q22260157"
"http://www.wikidata.org/entity/Q22271914","Leon","painting by Jan Van Imschoot (SMAK 3759)","Q22271914"
"http://www.wikidata.org/entity/Q22250842","zonder titel","Zeichnung von Ricardo Brey","Q22250842"
"http://www.wikidata.org/entity/Q22253723","De man die de wolken meet","sculpture by Jan Fabre in Ghent, Belgium","Q22253723"
"http://www.wikidata.org/entity/Q22256962","zonder titel","work of art by Tomas Rajlich","Q22256962"
"http://www.wikidata.org/entity/Q104699222","Without an Ending There is no Beginning","video installation by Francis Alÿs","Q104699222"
"http://www.wikidata.org/entity/Q105687905","Esprit Critique","painting by Evelyne Axell","Q105687905"
"http://www.wikidata.org/entity/Q105688146","The Black Box Penny Arcade Peep Show","sculptuur van Bibby, Gerry","Q105688146"
"http://www.wikidata.org/entity/Q22253153","zonder titel uit de reeks ""I Am You"", ed. 15/300","work of art by Ugo Dossi","Q22253153"
"http://www.wikidata.org/entity/Q22255232","Ohne Titel","work of art by Kazuo Katase","Q22255232"
"http://www.wikidata.org/entity/Q22256447","Ohne Titel","work of art by Oswald Oberhuber","Q22256447"
"http://www.wikidata.org/entity/Q22256462","Scale Model","work of art by Dennis Oppenheim (SMAK 1030)","Q22256462"
"http://www.wikidata.org/entity/Q22256479","Scale Model","work of art by Dennis Oppenheim (SMAK 1034)","Q22256479"
"http://www.wikidata.org/entity/Q22272025","zonder titel","installatie van David Bade","Q22272025"
"http://www.wikidata.org/entity/Q22269201","Salto-Arte","work of art by Panamarenko","Q22269201"
"http://www.wikidata.org/entity/Q22262286","Zonder Titel","work of art by René Heyvaert (SMAK 3372)","Q22262286"
"http://www.wikidata.org/entity/Q22262290","Zonder Titel","work of art by René Heyvaert (SMAK 3373)","Q22262290"
"http://www.wikidata.org/entity/Q22262306","Zonder Titel","work of art by René Heyvaert (SMAK 3376)","Q22262306"
"http://www.wikidata.org/entity/Q22280993","titel?","Druck von Jacques Monory","Q22280993"
"http://www.wikidata.org/entity/Q22271885","Louis","painting by Jan Van Imschoot (SMAK 3757)","Q22271885"
"http://www.wikidata.org/entity/Q105722388","Stones (maag)","work of art by Kasper Bosmans","Q105722388"
"http://www.wikidata.org/entity/Q22254514","World within a World","photograph","Q22254514"
"http://www.wikidata.org/entity/Q22255003","Omtrent Documenta IX - souvenirs een fotoreportage","photograph","Q22255003"
"http://www.wikidata.org/entity/Q22260508","MTV gala ball for President Clinton, Washington, USA (uit de reeks Tableaux d'Histoire)","photograph","Q22260508"
"http://www.wikidata.org/entity/Q108743284","LFMS170515","tekeningen van Stolle, Bart","Q108743284"
"http://www.wikidata.org/entity/Q108743291","LFMS200715","tekeningen van Stolle, Bart","Q108743291"
"http://www.wikidata.org/entity/Q108743301","LFMS050815","tekeningen van Stolle, Bart","Q108743301"
"http://www.wikidata.org/entity/Q22266419","Brennen und Gehen ed. 5","photograph","Q22266419"
"http://www.wikidata.org/entity/Q22270869","B.L.-N.Y.","photograph","Q22270869"
"http://www.wikidata.org/entity/Q22259943","Blauwe compositie","work of art by Jef Verheyen","Q22259943"
"http://www.wikidata.org/entity/Q22259958","Regendag","work of art by Jef Verheyen","Q22259958"
"http://www.wikidata.org/entity/Q108553409","Stella","installatie van   Zorio, Gilberto","Q108553409"
"http://www.wikidata.org/entity/Q22945805","Lovers","work of art by Marianna Schmidt","Q22945805"
"http://www.wikidata.org/entity/Q22260069","Ohr","sculpture by Franz West","Q22260069"
"http://www.wikidata.org/entity/Q22251378","A Voyage on the North Sea","Boek van Marcel Broodthaers","Q22251378"
"http://www.wikidata.org/entity/Q22250428","Knie (Wasser)","work of art by Martin Assig","Q22250428"
"http://www.wikidata.org/entity/Q22251791","Rayonnement","painting by Amédée Cortier","Q22251791"
"http://www.wikidata.org/entity/Q22251802","Ruit in rechthoek","painting by Amédée Cortier","Q22251802"
"http://www.wikidata.org/entity/Q22250859","Pense-Bête","Boek van Marcel Broodthaers","Q22250859"
"http://www.wikidata.org/entity/Q22251895","man bijt hond = één van de blikken constructies","work of art by Hugo Debaere","Q22251895"
"http://www.wikidata.org/entity/Q22251845","Schoorsteen in de wolken (Palais des Bosaards)","work of art by René Daniels","Q22251845"
"http://www.wikidata.org/entity/Q22253088","Omsloten situatie (3)","painting by Karel Dierickx","Q22253088"
"http://www.wikidata.org/entity/Q22260376","Blauw naakt","painting by Karel Appel","Q22260376"
"http://www.wikidata.org/entity/Q22253472","Hanger Nr. 41","painting by Roger Dudant","Q22253472"
"http://www.wikidata.org/entity/Q22256072","L'été de la Saint-Martin","painting by Marc Mendelson","Q22256072"
"http://www.wikidata.org/entity/Q22254474","Installatie ""Chambres d'Amis"" (takkenbos)","work of art by Gunther Förg","Q22254474"
"http://www.wikidata.org/entity/Q22257007","Over het licht en over het geel, over de lijn en over de kleur, over de mens en over het niets","painting by Roger Raveel","Q22257007"
"http://www.wikidata.org/entity/Q22255776","ICH - DU","work of art by Bernd Lohaus","Q22255776"
"http://www.wikidata.org/entity/Q22256643","No dry Love","work of art by Avery Preesman","Q22256643"
"http://www.wikidata.org/entity/Q22255992","Kabouter","work of art by Danny Matthys","Q22255992"
"http://www.wikidata.org/entity/Q22256638","Z.T.","work of art by Avery Preesman","Q22256638"
"http://www.wikidata.org/entity/Q22256207","Superposition et transparence : carré derrière 0°-90°, carré devant 10°-100° (angle bas droit sur milieu côté bas)","work of art by François Morellet","Q22256207"
"http://www.wikidata.org/entity/Q22257163","P. Lappat","work of art by Thomas Ruff","Q22257163"
"http://www.wikidata.org/entity/Q22256659","Hollow Panel, A3","work of art by Royden Rabinowitch","Q22256659"
"http://www.wikidata.org/entity/Q22256780","3 Right Limits Added to a Developed Nine Manifold","work of art by Royden Rabinowitch","Q22256780"
"http://www.wikidata.org/entity/Q22256765","Barrel Construction Double Curvature at Right Angles 13","work of art by Royden Rabinowitch","Q22256765"
"http://www.wikidata.org/entity/Q22256852","9 Left Limits Added to a Developed Seven Manifold","work of art by Royden Rabinowitch","Q22256852"
"http://www.wikidata.org/entity/Q22256888","7 Right Limits Added to a Developed Four Manifold","work of art by Royden Rabinowitch","Q22256888"
"http://www.wikidata.org/entity/Q22256789","Hollow Panel, A4","work of art by Royden Rabinowitch","Q22256789"
"http://www.wikidata.org/entity/Q22256882","Discrete Right Oblique Green Grease Cone","work of art by Royden Rabinowitch","Q22256882"
"http://www.wikidata.org/entity/Q22256682","Somatic Constructions on Vertical Planes XIII","Zeichnung von Royden Rabinowitch","Q22256682"
"http://www.wikidata.org/entity/Q22256695","Somatic Constructions on Vertical Planes X","Zeichnung von Royden Rabinowitch","Q22256695"
"http://www.wikidata.org/entity/Q22256762","Somatic Constructions on Vertical Planes XI","Zeichnung von Royden Rabinowitch","Q22256762"
"http://www.wikidata.org/entity/Q22256905","Hollow Panel, A6","work of art by Royden Rabinowitch","Q22256905"
"http://www.wikidata.org/entity/Q22256793","Somatic Constructions on Vertical Planes III","Zeichnung von Royden Rabinowitch","Q22256793"
"http://www.wikidata.org/entity/Q22260153","Hoog getij","painting by Maurice Wyckaert","Q22260153"
"http://www.wikidata.org/entity/Q22259568","Sien und Ulf","work of art by Roland Van Den Berghe","Q22259568"
"http://www.wikidata.org/entity/Q22260515","Coney Island, N.Y., U.S.A., 20 juni 1993 1/6","work of art by Rineke Dijkstra","Q22260515"
"http://www.wikidata.org/entity/Q22261427","Escalier aux Tuileries","work of art by Gaston Bertrand","Q22261427"
"http://www.wikidata.org/entity/Q22261258","zonder titel ed. 112/120","Druck von Renée Lodewijckx","Q22261258"
"http://www.wikidata.org/entity/Q22261263","zonder titel ed. 35/99","work of art by Bernd Lohaus","Q22261263"
"http://www.wikidata.org/entity/Q22261558","Ca-y-est","work of art by Jef Verheyen","Q22261558"
"http://www.wikidata.org/entity/Q22261285","Zonder titel ed. 10/25","work of art by Marcel Maeyer","Q22261285"
"http://www.wikidata.org/entity/Q22261488","L'objet","work of art by Antoine Mortier","Q22261488"
"http://www.wikidata.org/entity/Q22261838","1994 X 10","work of art by Ronny Delrue","Q22261838"
"http://www.wikidata.org/entity/Q22261923","Brieven aan Roger - Special","work of art by Jef Geys","Q22261923"
"http://www.wikidata.org/entity/Q22261927","Brieven aan Roger - Joke","work of art by Jef Geys","Q22261927"
"http://www.wikidata.org/entity/Q22261957","Brieven aan Roger - The village voice","work of art by Jef Geys","Q22261957"
"http://www.wikidata.org/entity/Q22261724","T.A.-A.N.","work of art by Dirk Braeckman","Q22261724"
"http://www.wikidata.org/entity/Q22262052","Nimba","work of art by Hugo Debaere","Q22262052"
"http://www.wikidata.org/entity/Q22266313","4 trames 0° 45° 90° 135°","work of art by François Morellet","Q22266313"
"http://www.wikidata.org/entity/Q22266985","21 Dagboektekeningen (Woensdag 28/08/1996)","tekening van Ronny Delrue","Q22266985"
"http://www.wikidata.org/entity/Q22268919","No Title","tekening van Ante Timmermans","Q22268919"
"http://www.wikidata.org/entity/Q22269171","No Title 299","tekening van Ante Timmermans","Q22269171"
"http://www.wikidata.org/entity/Q22269183","No Title 349","tekening van Ante Timmermans","Q22269183"
"http://www.wikidata.org/entity/Q22269667","Gehirn","work of art by Katharina Fritsch","Q22269667"
"http://www.wikidata.org/entity/Q22269578","Soldiers III","painting by Rob Birza","Q22269578"
"http://www.wikidata.org/entity/Q22272017","Muurpaneel Canterbury, een reeks van 26 panelen","painting by Marc Mendelson","Q22272017"
"http://www.wikidata.org/entity/Q22269403","Spinnenkoppentheater","installatie van Jan Fabre","Q22269403"
"http://www.wikidata.org/entity/Q22252093","De Vogel","work of art by Thierry de Cordier","Q22252093"
"http://www.wikidata.org/entity/Q22277352","Baumfest (1977) en Und eins zu keins (1977) ed. __/100","work of art by Lois Weinberger","Q22277352"
"http://www.wikidata.org/entity/Q22277870","Vuurwerk ed. 11/23","Druck von M. C. Escher","Q22277870"
"http://www.wikidata.org/entity/Q22281274","Met Karel naar Marke","painting by Maurice Wyckaert","Q22281274"
"http://www.wikidata.org/entity/Q22281174","Air de Gand","work of art by Jorge Macchi","Q22281174"
"http://www.wikidata.org/entity/Q22280718","11 x CYBER . 11 x CYBER . 11 x CYBER . 11 x CYBER . ed. 5/50","work of art by Paul Van Hoeydonck","Q22280718"
"http://www.wikidata.org/entity/Q22280667","Les yeux ouverts ed. ?0/150","Druck von Pierre Alechinsky","Q22280667"
"http://www.wikidata.org/entity/Q22281047","Ich hab'ein Kraftwerk im Rücksack ed. 1/5","work of art by Joseph Beuys","Q22281047"
"http://www.wikidata.org/entity/Q22281159","Urne ed. __/25","work of art by Danny Matthys","Q22281159"
"http://www.wikidata.org/entity/Q22253148","Ede (Vst)","painting by Helmut Dorner","Q22253148"
"http://www.wikidata.org/entity/Q22254712","Composition (1960)","painting by Roger Edgar Gillet","Q22254712"
"http://www.wikidata.org/entity/Q22254733","Composition (1959)","painting by Roger Edgar Gillet","Q22254733"
"http://www.wikidata.org/entity/Q105687237","Letters to Chantri #1: The lady at the door/The gift that keeps on giving (feat. boychild)","installatie van   Arunanondchai, Korakrit","Q105687237"
"http://www.wikidata.org/entity/Q105687350","Letters from Baghdad (drawings Invisible Beauty)","tekeningen van Atta Sabri, Salam","Q105687350"
"http://www.wikidata.org/entity/Q22267850","Wallpaper","work of art by Luc Tuymans","Q22267850"
"http://www.wikidata.org/entity/Q22278311","zonder titel ed. 14/100","work of art by Bram Bogart","Q22278311"
"http://www.wikidata.org/entity/Q108742601","Paysage","schilderij van Eecken, Dirk Vander","Q108742601"
"http://www.wikidata.org/entity/Q22252933","Chanson triste (""Droevig lied"")","sculpture by Roel D'Haese","Q22252933"
"http://www.wikidata.org/entity/Q22252365","God Inc.","work of art by Carl De Keyzer","Q22252365"
"http://www.wikidata.org/entity/Q22257022","Psycho-Objet Tour de Babel","work of art by Jean Pierre Raynaud","Q22257022"
"http://www.wikidata.org/entity/Q108742224","Torsione","sculpture by Giovanni Anselmo","Q108742224"
"http://www.wikidata.org/entity/Q22259774","Completion-Emptiness","work of art by Philip Van Isacker","Q22259774"
"http://www.wikidata.org/entity/Q22261773","Enough and more","work of art by Joseph Havel","Q22261773"
"http://www.wikidata.org/entity/Q22272004","Ghost shift","installatie van Stefaan Dheedene","Q22272004"
"http://www.wikidata.org/entity/Q108743189","Trio","sculpture de Thomas Schütte","Q108743189"
"http://www.wikidata.org/entity/Q22261758","Hume","work of art by José Antonio Hernández-Diez","Q22261758"
"http://www.wikidata.org/entity/Q108742378","Keith","mezzotinten van Close, Chuck","Q108742378"
"http://www.wikidata.org/entity/Q22936560","New Beat","videokunst (kunstwerken) van Nat Finkelstein","Q22936560"
"http://www.wikidata.org/entity/Q22255088","Les vacances de Monsieur Hulot","installation by Fabrice Hyber (SMAK 710)","Q22255088"
"http://www.wikidata.org/entity/Q22252753","Twee naakten","painting by Pierre Devos (SMAK 470)","Q22252753"
"http://www.wikidata.org/entity/Q22266810","Vorbereitung für dX im Gebiet Wien ed.1/5","color photograph by Lois Weinberger (SMAK 3480)","Q22266810"
"http://www.wikidata.org/entity/Q22251814","The Movie House","painting by Jan Cox (SMAK 303)","Q22251814"
"http://www.wikidata.org/entity/Q22262274","Zonder Titel","sculpture by René Heyvaert (SMAK 3370)","Q22262274"
"http://www.wikidata.org/entity/Q22262295","Zonder Titel","sculpture by René Heyvaert (SMAK 3374)","Q22262295"
"http://www.wikidata.org/entity/Q22262301","Zonder Titel","sculpture by René Heyvaert (SMAK 3375)","Q22262301"
"http://www.wikidata.org/entity/Q22262323","Zonder Titel","sculpture by René Heyvaert (SMAK 3379)","Q22262323"
"http://www.wikidata.org/entity/Q22250529","Domino Suite II / Propositie VIII","painting by André Beullens (SMAK 66)","Q22250529"
"http://www.wikidata.org/entity/Q22251734","Verbeelde figuren","painting by Jan Cobbaert (SMAK 272)","Q22251734"
"http://www.wikidata.org/entity/Q22252125","Cigarette - Bacon Smoke Painting","installation by Peter De Cupere (SMAK 382)","Q22252125"
"http://www.wikidata.org/entity/Q22252179","Hellepoort","painting by Raoul De Keyser (SMAK 399)","Q22252179"
"http://www.wikidata.org/entity/Q22271967","Reubens 1-4","color photograph by Zhang Huan (SMAK 3766)","Q22271967"
"http://www.wikidata.org/entity/Q22256757","8 Left Limits Added to a Developed Seven Manifold","sculpture by Royden Rabinowitch (SMAK 1145)","Q22256757"
"http://www.wikidata.org/entity/Q22256752","Barrel Construction Double Curvature at Right Angles 12","sculpture by Royden Rabinowitch (SMAK 1144)","Q22256752"
"http://www.wikidata.org/entity/Q22256731","Hollow Panel, A1","sculpture by Royden Rabinowitch (SMAK 1139)","Q22256731"
"http://www.wikidata.org/entity/Q22256827","Barrel Construction Double Curvature at Right Angles 11","sculpture by Royden Rabinowitch (SMAK 1162)","Q22256827"
"http://www.wikidata.org/entity/Q22256868","Somatic Constructions on Vertical Planes VIII","drawing by Royden Rabinowitch (SMAK 1173)","Q22256868"
"http://www.wikidata.org/entity/Q22256941","Barrel Construction Double Curvature at Right Angles 4","sculpture by Royden Rabinowitch (SMAK 1189)","Q22256941"
"http://www.wikidata.org/entity/Q22257233","Three figures #2","aquarel on paper by Marianna Schmidt (SMAK 1290)","Q22257233"
"http://www.wikidata.org/entity/Q108742853","Visitation","schilderij van Lutes, Jim","Q108742853"
"http://www.wikidata.org/entity/Q22258767","Twee vensters","work of art by Koen Theys (SMAK 1379)","Q22258767"
"http://www.wikidata.org/entity/Q22259747","De Mirabello","painting by Jan Van Imschoot (SMAK 1500)","Q22259747"
"http://www.wikidata.org/entity/Q22259764","Mourir à Mallorca","painting by Jan Van Imschoot (SMAK 1503)","Q22259764"
"http://www.wikidata.org/entity/Q108742822","Dog","videokunstwerk van   Larsson, Annika","Q108742822"
"http://www.wikidata.org/entity/Q22260588","Akustische Zeichnung IV","drawing by Milan Grygar (SMAK 2107)","Q22260588"
"http://www.wikidata.org/entity/Q108742622","Passage","sculptuur van Fabre, Jan","Q108742622"
"http://www.wikidata.org/entity/Q22281495","Hallucinatie","etching by Roger Wittevrongel (SMAK 5115)","Q22281495"
"http://www.wikidata.org/entity/Q22938603","titel?","tekening van Marianna Schmidt (SMAK 5290)","Q22938603"
"http://www.wikidata.org/entity/Q22938607","titel?","tekening van Marianna Schmidt (SMAK 5291)","Q22938607"
"http://www.wikidata.org/entity/Q22938629","titel?","tekening van Marianna Schmidt (SMAK 5296)","Q22938629"
"http://www.wikidata.org/entity/Q22252020","De fiets","Zeichnung von Maurice De Clercq","Q22252020"
"http://www.wikidata.org/entity/Q22939059","titel?","tekening van Marianna Schmidt (SMAK 5435)","Q22939059"
"http://www.wikidata.org/entity/Q22939121","titel?","work of art by Marianna Schmidt (SMAK 5451)","Q22939121"
"http://www.wikidata.org/entity/Q22939201","titel?","tekening van Marianna Schmidt (SMAK 5475)","Q22939201"
"http://www.wikidata.org/entity/Q22939354","titel?","tekening van Marianna Schmidt (SMAK 5493)","Q22939354"
"http://www.wikidata.org/entity/Q22939411","titel?","tekening van Marianna Schmidt (SMAK 5509)","Q22939411"
"http://www.wikidata.org/entity/Q108742648","Enroulement","sculptuur van François, Michel","Q108742648"
"http://www.wikidata.org/entity/Q108742773","93'09"" (Taxi Driver)","schilderij van Kahrs, Johannes","Q108742773"
"http://www.wikidata.org/entity/Q108742614","Time Flows Ever On","sculpture by Joana Escoval","Q108742614"
"http://www.wikidata.org/entity/Q108742905","L'adieu","schilderij van Mortier, Antoine","Q108742905"
"http://www.wikidata.org/entity/Q108742966","Krokodillen","installatie van   Panamarenko","Q108742966"
"http://www.wikidata.org/entity/Q108742799","Victoire de Samothrace (S 9)","sculptuur van Klein, Yves","Q108742799"
"http://www.wikidata.org/entity/Q108743282","LFMS220715","tekeningen van Stolle, Bart","Q108743282"
"http://www.wikidata.org/entity/Q108743354","Go Home","sculptuur van Visch, Henk","Q108743354"
"http://www.wikidata.org/entity/Q108743375","One-Thousandth of a Second to One Second","installatie van   Zhang Peili","Q108743375"
"http://www.wikidata.org/entity/Q108743279","Untitled 11/1","tekeningen van Stolle, Bart","Q108743279"
"http://www.wikidata.org/entity/Q22946033","titel?","painting by Marianna Schmidt (SMAK 5687)","Q22946033"
"http://www.wikidata.org/entity/Q22946101","titel?","work of art by Marianna Schmidt (SMAK 5705)","Q22946101"
"http://www.wikidata.org/entity/Q22946110","titel?","painting by Marianna Schmidt (SMAK 5709)","Q22946110"
"http://www.wikidata.org/entity/Q22946919","titel?","tekening van Marianna Schmidt (SMAK 5919)","Q22946919"
"http://www.wikidata.org/entity/Q105687008","Untitled","2017 painting by Harold Ancart in the Stedelijk Museum voor Actuele Kunst","Q105687008"
"http://www.wikidata.org/entity/Q105687964","Untitled","kunstwerk van Nicos Baikas","Q105687964"
"http://www.wikidata.org/entity/Q108742821","A las cinco de la tarde","installatie van   Lafontaine, Marie-Jo","Q108742821"
"http://www.wikidata.org/entity/Q22257749","Senza titolo","painting by Ettore Spalletti","Q22257749"
"http://www.wikidata.org/entity/Q22254321","zonder titel","work of art by Barry Flanagan","Q22254321"
"http://www.wikidata.org/entity/Q22256118","zonder titel","work of art by Helmut Middendorf (SMAK 937)","Q22256118"
"http://www.wikidata.org/entity/Q22261346","zonder titel","collage van Rombouts & Droste","Q22261346"
"http://www.wikidata.org/entity/Q22338022","Gentse Konstruktieve Kunst ed. 152/200","screen printing by Piet Bekaert (SMAK 5177)","Q22338022"
"http://www.wikidata.org/entity/Q22255707","Ohne Titel","work of art by Via Lewandowsky","Q22255707"
"http://www.wikidata.org/entity/Q22256409","Ohne Titel","tekening van Oswald Oberhuber (SMAK 1019)","Q22256409"
"http://www.wikidata.org/entity/Q22256419","Ohne Titel","tekening van Oswald Oberhuber (SMAK 1021)","Q22256419"
"http://www.wikidata.org/entity/Q22256433","Ohne Titel","tekening van Oswald Oberhuber (SMAK 1023)","Q22256433"
"http://www.wikidata.org/entity/Q22262195","Ohne Titel","work of art by Oswald Oberhuber (SMAK 3352)","Q22262195"
"http://www.wikidata.org/entity/Q22262199","Ohne Titel","work of art by Oswald Oberhuber (SMAK 3353)","Q22262199"
"http://www.wikidata.org/entity/Q22262219","Ohne Titel","work of art by Oswald Oberhuber (SMAK 3357)","Q22262219"
"http://www.wikidata.org/entity/Q22262280","Zonder Titel","work of art by René Heyvaert (SMAK 3371)","Q22262280"
"http://www.wikidata.org/entity/Q22260726","Flying Wing (Propellerless Pedal Driven Pure Jet Aircraft, Type Anti-Induction)","sculpture by Panamarenko (SMAK 2392)","Q22260726"
"http://www.wikidata.org/entity/Q22260624","Where is My home ?","painting by Jim Lutes (SMAK 2240)","Q22260624"
"http://www.wikidata.org/entity/Q22260979","Surrounded Islands ISLAND NO.12","diazotype by Christo (SMAK 2818)","Q22260979"
"http://www.wikidata.org/entity/Q22261088","TRIPTYCHOS POST HISTORICUS Museum Van Hedendaagse Kunst, Gent 1978 Part One: 'Le balcon de Manet', Rene Magritte 1950 Part Two: Veljko Barbieri's Boots 1976-77 Part Three: Eggsed. 34/200","color photo by Braco Dimitrijevic","Q22261088"
"http://www.wikidata.org/entity/Q22261322","Gandolfiero épreuve d'artiste","etching by Luc Peire (SMAK 2968)","Q22261322"
"http://www.wikidata.org/entity/Q22261403","Le repos des guerriers (Les captifs) ed. 7/7 (3de staat)","etching by Roger Wittevrongel (SMAK 3022)","Q22261403"
"http://www.wikidata.org/entity/Q22261616","Correctie","painting by Raoul De Keyser (SMAK 3124)","Q22261616"
"http://www.wikidata.org/entity/Q22261645","Pepto Bismo ed. 49/250","lithography by Panamarenko (SMAK 3141)","Q22261645"
"http://www.wikidata.org/entity/Q22261747","A.D.F.-V.N.1","work of art by Dirk Braeckman (SMAK 3177)","Q22261747"
"http://www.wikidata.org/entity/Q22261948","Brieven aan Roger - L'express: Le vertige de l'Amérique","work of art by Jef Geys (SMAK 3259)","Q22261948"
"http://www.wikidata.org/entity/Q22261952","Brieven aan Roger - It","work of art by Jef Geys (SMAK 3260)","Q22261952"
"http://www.wikidata.org/entity/Q22271021","Mayday Mayday","work of art by Gert Robijns","Q22271021"
"http://www.wikidata.org/entity/Q22278799","titel?","work of art by Anny Fourtina","Q22278799"
"http://www.wikidata.org/entity/Q22281513","titel?","Druck von Jan Withofs","Q22281513"
"http://www.wikidata.org/entity/Q22278190","Selfportrait","painting by Adrian Ghenie","Q22278190"
"http://www.wikidata.org/entity/Q108742650","Katze","sculptuur van Fritsch, Katharina","Q108742650"
"http://www.wikidata.org/entity/Q22936575","Evol","videokunst (kunstwerken) van Tony Oursler","Q22936575"
"http://www.wikidata.org/entity/Q22262151","Parete","work of art by Ettore Spalletti","Q22262151"
"http://www.wikidata.org/entity/Q120692594","De wachter","painting by Marcel Mayer, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692594"
"http://www.wikidata.org/entity/Q22252774","Z.t.","work of art by Daniel Dewaele","Q22252774"
"http://www.wikidata.org/entity/Q108742942","A.T.","inkjetafdrukken van Olesen, Henrik","Q108742942"
"http://www.wikidata.org/entity/Q22280998","Z.T.","work of art by Ed Gebski","Q22280998"
"http://www.wikidata.org/entity/Q108742292","Ginder","schilderij van Bogart, Bram","Q108742292"
"http://www.wikidata.org/entity/Q108742524","Hello, are we in the show? (drawings animatic)","tekeningen van Denicolai & Provoost","Q108742524"
"http://www.wikidata.org/entity/Q108742760","Blow-up","collage van Ingelgem, Herman Van","Q108742760"
"http://www.wikidata.org/entity/Q108742695","Untitled Conversation (Travels in Europe)","tekeningen van Grigely, Joseph","Q108742695"
"http://www.wikidata.org/entity/Q108742894","Galago Crassicaudata & Zoological classification","sculptuur van Meuris, Wesley","Q108742894"
"http://www.wikidata.org/entity/Q108742762","Untitled (blue glitter)","installatie van   Janssens, Ann Veronica","Q108742762"
"http://www.wikidata.org/entity/Q108742837","Wall Drawing #36 On one wall, intersecting symmetrical bands of parallel lines 36” (90 cm) wide, in four directions and colors","tekeningen van LeWitt, Sol","Q108742837"
"http://www.wikidata.org/entity/Q108743357","Kein Unkraut mehr","schilderij van Weinberger, Lois","Q108743357"
"http://www.wikidata.org/entity/Q108743323","Waterloo Forever!","videokunstwerk van   Theys, Koen","Q108743323"
"http://www.wikidata.org/entity/Q22253668","Theater geschreven met een ""K"" is een kater","Zeichnung von Jan Fabre","Q22253668"
"http://www.wikidata.org/entity/Q22257050","Sculptuur B (insekt)","sculpture by Reinhoud","Q22257050"
